current_queue_length,average_consultation_minutes,time_of_day,day_of_week,emergency_patients_ahead,actual_wait_minutes
4,8.4,13:34,Thursday,0,38.9
2,18.1,10:09,Tuesday,2,64.0
2,15.2,11:29,Friday,0,37.8
4,6.0,13:19,Thursday,0,28.9
7,8.9,15:25,Sunday,0,61.9
5,10.5,17:27,Wednesday,0,73.9
5,14.5,10:25,Sunday,0,75.1
4,5.0,12:49,Sunday,0,22.6
4,11.6,11:29,Wednesday,1,68.4
2,14.3,14:03,Wednesday,0,29.8
3,5.0,11:39,Friday,0,18.5
5,14.2,08:58,Thursday,0,70.6
1,14.6,14:08,Friday,0,18.7
3,9.5,08:21,Tuesday,0,29.9
2,8.5,08:25,Sunday,0,9.7
3,9.4,16:50,Friday,0,38.3
4,5.0,16:42,Monday,0,25.3
5,11.0,13:37,Tuesday,0,69.3
6,12.7,08:10,Friday,0,72.6
0,8.3,11:25,Wednesday,0,0.0
11,14.9,11:27,Wednesday,1,195.1
0,12.3,15:12,Friday,1,11.8
3,12.8,16:07,Wednesday,0,44.9
8,10.8,11:32,Sunday,0,78.4
4,14.2,12:13,Friday,0,80.6
3,15.9,10:14,Wednesday,0,52.9
2,10.8,15:16,Tuesday,0,27.2
1,14.3,11:29,Wednesday,0,17.7
6,14.3,15:03,Monday,0,123.3
4,13.3,15:04,Monday,0,66.3
3,17.0,09:33,Saturday,0,56.0
2,9.8,16:51,Saturday,0,15.0
1,10.7,16:14,Monday,0,14.2
1,9.7,13:49,Thursday,0,8.4
11,14.2,08:51,Wednesday,0,168.2
2,11.2,09:40,Friday,0,29.6
1,9.9,08:55,Friday,0,13.1
4,17.0,12:38,Saturday,0,82.9
3,17.4,10:39,Friday,0,62.6
2,11.0,16:18,Tuesday,0,29.3
7,7.9,12:21,Friday,0,66.5
1,17.6,12:31,Saturday,1,34.9
8,13.4,17:13,Sunday,0,95.9
1,13.3,13:46,Friday,0,19.8
4,12.3,11:52,Wednesday,0,56.7
4,9.6,17:50,Thursday,0,45.0
3,10.8,12:37,Monday,1,63.3
4,14.0,13:47,Friday,0,76.0
4,10.7,11:49,Monday,0,54.9
6,13.3,14:41,Tuesday,0,97.0
6,12.0,15:45,Thursday,0,83.1
5,8.8,14:17,Thursday,0,56.4
2,16.9,10:29,Wednesday,0,35.6
5,13.8,17:25,Friday,0,65.1
3,13.0,13:07,Sunday,0,26.5
4,13.7,16:15,Sunday,0,55.9
3,6.6,08:05,Thursday,0,24.0
4,10.5,13:10,Thursday,0,39.9
3,7.4,17:21,Thursday,1,32.6
3,12.4,14:52,Sunday,0,33.7
7,13.0,09:08,Sunday,0,97.2
2,12.4,15:05,Monday,0,33.4
5,15.5,08:09,Saturday,2,107.6
5,7.5,11:41,Monday,0,50.6
4,9.6,10:22,Friday,0,43.2
2,13.2,10:31,Wednesday,1,51.4
4,12.8,08:24,Thursday,0,63.4
4,8.1,14:10,Saturday,0,27.6
3,15.6,15:25,Tuesday,0,66.0
5,16.6,10:55,Monday,1,122.7
2,13.3,13:52,Thursday,1,35.4
4,7.5,12:58,Saturday,0,31.8
7,12.5,17:55,Monday,1,129.8
3,13.0,16:07,Wednesday,1,47.8
5,11.2,17:27,Thursday,0,43.9
4,16.0,16:14,Tuesday,0,72.0
4,11.7,14:34,Saturday,1,54.8
3,18.3,08:42,Friday,0,74.2
3,14.3,16:34,Thursday,1,64.5
2,12.8,15:36,Monday,1,56.1
8,14.8,10:49,Monday,1,186.3
7,16.6,10:41,Tuesday,0,172.0
2,14.7,13:14,Monday,1,57.4
4,11.8,10:49,Thursday,0,55.5
4,10.0,17:42,Sunday,0,25.0
3,8.6,09:56,Saturday,0,28.4
0,5.0,09:32,Tuesday,1,9.3
8,12.5,08:26,Tuesday,0,126.6
2,10.8,13:31,Thursday,0,26.6
5,11.0,15:24,Saturday,0,42.9
5,15.1,13:51,Saturday,1,94.2
4,11.7,10:04,Thursday,0,49.2
0,17.7,17:14,Tuesday,1,23.1
3,10.3,11:47,Thursday,0,36.0
3,9.1,09:24,Saturday,1,32.2
4,8.2,09:54,Sunday,0,40.9
3,14.2,12:22,Monday,0,65.9
4,15.5,13:26,Saturday,0,75.5
4,10.2,14:00,Saturday,0,39.8
8,8.8,08:43,Tuesday,0,69.1
4,16.6,16:40,Monday,0,95.9
2,7.6,11:21,Wednesday,0,23.1
1,15.0,10:35,Tuesday,0,14.8
4,10.3,14:52,Monday,0,53.9
2,13.2,14:08,Tuesday,1,45.8
2,15.2,17:55,Tuesday,1,54.4
2,13.4,12:06,Sunday,0,31.0
2,11.1,09:49,Monday,0,28.0
3,16.2,17:43,Thursday,0,49.4
2,12.9,12:49,Wednesday,0,24.6
3,23.0,14:36,Saturday,0,61.6
5,6.9,08:25,Thursday,1,53.9
2,6.8,11:21,Friday,0,18.9
7,15.0,17:52,Wednesday,0,126.5
1,11.9,17:38,Saturday,0,9.8
7,14.4,17:50,Friday,1,124.3
9,8.7,16:14,Thursday,0,89.5
5,12.2,13:00,Wednesday,0,79.0
5,13.4,13:43,Thursday,1,116.3
4,10.4,08:44,Tuesday,1,54.2
5,12.7,15:55,Friday,1,90.8
5,7.9,15:29,Wednesday,0,41.9
6,13.2,15:04,Wednesday,0,71.3
4,16.3,11:49,Thursday,0,89.5
5,8.3,10:39,Sunday,1,60.1
2,8.1,16:05,Thursday,1,30.7
4,15.6,17:44,Sunday,0,55.5
2,8.1,12:14,Thursday,0,25.6
1,14.5,08:33,Monday,0,19.5
5,12.2,17:00,Friday,0,77.7
8,10.7,14:53,Sunday,0,84.7
4,16.4,14:42,Sunday,0,66.5
1,14.8,17:26,Tuesday,0,16.4
1,12.8,14:42,Tuesday,0,18.8
7,5.5,14:10,Friday,0,43.8
5,14.1,15:06,Thursday,0,89.0
4,8.8,12:50,Saturday,1,41.0
3,11.3,10:52,Thursday,0,43.2
7,12.0,10:31,Tuesday,1,153.5
2,17.7,15:15,Wednesday,0,45.8
5,11.2,10:25,Monday,0,85.7
5,7.7,17:18,Wednesday,1,56.8
4,16.4,12:01,Saturday,0,46.1
6,14.2,14:20,Tuesday,0,107.9
6,14.3,08:25,Thursday,0,98.2
4,16.5,12:29,Tuesday,0,65.6
2,17.2,11:59,Thursday,0,41.0
6,9.3,15:32,Sunday,0,51.9
4,7.8,08:33,Saturday,1,28.8
8,14.5,12:01,Saturday,0,105.3
6,11.2,16:34,Tuesday,1,108.3
8,11.5,14:41,Wednesday,0,62.1
2,8.6,15:46,Monday,1,35.7
2,13.8,15:37,Sunday,0,30.5
9,13.2,14:37,Sunday,1,127.9
5,11.5,11:54,Wednesday,0,83.4
7,7.8,11:59,Friday,0,67.7
1,15.6,08:30,Tuesday,0,15.0
6,12.8,09:56,Friday,0,92.3
5,15.4,13:34,Monday,0,105.5
4,5.7,16:57,Wednesday,0,23.2
4,12.2,14:07,Wednesday,0,58.7
5,9.8,11:52,Sunday,1,51.3
1,12.1,16:19,Thursday,0,11.2
11,14.8,12:29,Tuesday,0,186.0
4,13.1,10:35,Monday,0,74.5
6,12.1,08:48,Tuesday,0,72.2
5,12.0,16:17,Tuesday,0,60.7
7,7.3,14:09,Wednesday,0,54.9
6,9.3,13:48,Monday,0,81.2
5,15.4,15:12,Saturday,0,85.5
3,10.5,14:03,Wednesday,0,42.4
3,15.4,11:30,Tuesday,1,81.1
9,14.5,14:10,Thursday,1,189.9
3,14.6,09:24,Wednesday,0,48.9
3,13.0,10:57,Friday,1,69.0
4,10.7,13:22,Thursday,1,70.3
2,11.5,08:41,Sunday,1,26.4
4,13.9,16:13,Friday,0,57.7
5,5.6,08:26,Wednesday,0,36.0
6,15.7,11:43,Tuesday,0,123.5
5,10.5,12:32,Monday,0,83.6
3,11.7,14:48,Friday,1,51.8
4,11.8,09:32,Monday,0,58.2
6,11.9,16:12,Wednesday,1,77.7
9,8.1,12:15,Monday,0,110.7
6,12.5,10:30,Wednesday,1,94.6
6,13.8,08:59,Sunday,0,66.0
10,5.9,17:15,Monday,0,90.9
6,8.1,12:02,Sunday,0,53.0
5,14.7,11:48,Sunday,1,95.4
2,14.1,09:48,Sunday,0,20.7
5,12.9,13:03,Friday,0,66.7
3,10.0,11:11,Tuesday,1,56.3
8,14.1,09:39,Monday,1,123.3
8,8.4,15:31,Sunday,0,58.1
3,11.6,16:58,Wednesday,0,34.1
4,8.1,11:31,Thursday,0,35.0
1,11.5,10:51,Monday,0,14.5
6,8.9,11:44,Monday,0,67.1
4,14.3,17:14,Thursday,0,51.9
3,13.3,13:50,Wednesday,1,68.0
3,10.3,09:39,Friday,0,41.7
1,15.3,14:19,Saturday,0,10.7
5,9.1,12:00,Monday,2,92.8
0,11.9,08:10,Sunday,1,11.8
4,10.2,17:41,Sunday,0,37.6
2,14.2,09:08,Friday,0,32.2
5,13.9,12:08,Wednesday,1,96.1
5,15.9,14:34,Tuesday,0,110.7
8,12.2,13:51,Tuesday,0,132.5
4,5.0,08:02,Friday,1,20.8
4,10.7,14:04,Monday,2,89.1
6,16.7,15:16,Sunday,1,112.0
3,11.0,16:29,Tuesday,0,33.7
7,6.2,09:50,Saturday,0,40.9
3,13.3,08:22,Saturday,0,39.6
4,13.6,17:26,Wednesday,0,52.1
7,9.8,14:48,Thursday,0,85.5
3,11.3,12:32,Friday,1,52.3
4,9.5,15:15,Saturday,0,31.2
1,13.6,09:34,Monday,0,19.5
3,12.2,17:35,Tuesday,0,47.7
4,8.5,14:32,Tuesday,1,46.9
2,12.0,16:46,Wednesday,1,45.1
3,9.8,13:34,Friday,0,38.4
5,16.4,16:00,Wednesday,0,67.1
3,14.7,11:16,Thursday,1,58.5
4,11.6,09:19,Thursday,0,56.3
7,12.2,11:32,Monday,1,113.8
3,15.0,16:58,Monday,1,70.8
5,11.5,14:58,Tuesday,1,86.0
2,14.3,12:33,Monday,0,42.9
2,16.4,10:21,Saturday,1,50.4
6,10.5,13:58,Sunday,1,90.3
3,16.9,13:55,Thursday,0,56.7
7,16.1,13:18,Friday,1,170.4
2,12.7,15:22,Monday,0,36.4
2,10.7,10:25,Monday,0,31.1
6,12.7,13:06,Friday,0,112.1
4,11.3,11:05,Saturday,0,43.2
3,9.6,10:03,Sunday,0,29.5
4,13.6,11:19,Wednesday,2,87.7
4,8.9,16:01,Wednesday,1,50.8
2,11.0,09:08,Saturday,0,22.4
8,11.0,10:45,Monday,0,133.5
4,7.9,13:19,Sunday,1,42.9
5,14.0,12:00,Wednesday,0,87.4
3,11.3,16:16,Monday,0,44.0
3,15.9,15:47,Saturday,0,51.0
1,11.3,14:46,Sunday,1,29.2
4,10.8,10:49,Thursday,0,56.9
7,9.3,08:12,Tuesday,0,76.7
3,12.1,11:08,Tuesday,0,38.6
7,12.1,14:00,Wednesday,0,94.2
6,14.2,09:00,Thursday,0,90.0
6,12.2,16:14,Friday,0,97.6
4,18.3,17:51,Friday,0,71.7
2,13.4,15:22,Saturday,1,44.2
7,9.0,12:08,Tuesday,0,83.5
2,8.8,15:58,Tuesday,0,22.3
10,13.6,10:43,Sunday,0,124.8
3,8.9,17:32,Monday,1,41.2
1,13.8,11:39,Thursday,1,29.8
1,14.7,14:53,Wednesday,0,19.5
3,14.8,08:11,Saturday,0,39.7
2,9.4,14:18,Wednesday,0,19.8
5,14.8,10:57,Monday,0,104.2
4,13.0,09:01,Wednesday,0,83.9
4,10.2,12:20,Monday,0,57.0
3,11.5,09:03,Tuesday,0,48.7
3,13.4,09:51,Thursday,0,30.4
5,10.0,16:57,Sunday,0,42.1
7,12.9,08:38,Tuesday,0,116.0
4,16.3,14:14,Saturday,0,68.4
9,14.9,08:36,Thursday,1,147.3
4,12.2,15:10,Sunday,1,58.1
3,12.7,17:46,Thursday,1,61.9
7,10.4,12:17,Monday,0,127.3
3,10.5,17:40,Wednesday,1,51.7
6,7.4,14:24,Monday,2,78.7
7,12.8,13:57,Tuesday,0,112.9
5,14.0,09:42,Thursday,0,77.5
2,11.8,17:31,Sunday,0,17.3
5,9.4,16:36,Friday,0,54.0
2,12.2,09:19,Wednesday,0,26.3
3,16.0,08:17,Friday,0,45.5
3,14.7,11:35,Tuesday,1,82.9
4,11.9,09:35,Monday,0,65.0
6,18.1,11:21,Saturday,0,102.0
6,20.1,17:35,Saturday,0,113.1
4,10.6,16:37,Friday,0,43.6
6,11.3,12:24,Thursday,0,78.5
1,14.1,10:45,Thursday,0,18.8
4,9.3,13:46,Wednesday,0,48.6
4,14.5,17:22,Sunday,0,46.1
2,12.3,15:54,Thursday,1,44.4
5,13.1,16:40,Sunday,0,57.9
5,10.3,15:36,Monday,0,61.5
3,9.6,13:02,Wednesday,0,35.4
5,6.0,09:24,Tuesday,0,37.6
9,16.5,16:11,Monday,0,201.3
5,14.8,14:30,Sunday,0,53.5
2,14.0,15:43,Monday,0,38.3
4,13.0,15:20,Thursday,0,62.0
3,5.1,10:27,Tuesday,1,19.3
4,9.7,10:51,Monday,0,48.8
3,11.2,16:33,Sunday,0,32.8
1,8.8,12:04,Wednesday,0,15.0
4,6.9,09:46,Wednesday,0,24.8
9,9.1,14:25,Tuesday,0,116.8
4,12.1,10:58,Friday,0,47.5
2,12.1,14:25,Sunday,0,28.9
3,14.7,13:54,Wednesday,0,53.1
0,18.2,14:37,Saturday,0,0.0
1,14.1,17:56,Wednesday,0,16.0
3,11.5,10:46,Thursday,0,36.0
4,17.4,17:45,Saturday,1,85.9
1,7.3,15:38,Sunday,0,6.4
6,5.8,16:33,Friday,0,21.0
6,9.3,16:01,Wednesday,0,57.7
4,14.4,08:13,Thursday,0,63.5
2,12.5,13:02,Sunday,0,29.0
2,8.6,09:03,Wednesday,0,20.0
3,9.8,14:44,Thursday,0,40.3
7,8.3,08:35,Saturday,0,45.7
4,8.3,08:19,Saturday,0,33.8
2,16.7,17:04,Thursday,0,40.3
1,11.6,17:10,Sunday,1,14.6
6,17.3,14:14,Sunday,0,119.3
5,9.3,12:35,Thursday,0,60.5
2,13.5,16:17,Tuesday,0,31.0
8,12.7,17:38,Tuesday,0,110.0
4,14.6,08:32,Monday,0,63.8
3,12.8,09:02,Tuesday,0,48.0
2,15.0,17:03,Monday,0,39.2
3,13.7,08:59,Wednesday,0,48.8
4,8.7,15:08,Sunday,2,50.6
1,14.2,13:32,Tuesday,0,19.2
6,11.7,13:12,Wednesday,0,84.5
2,9.7,08:58,Wednesday,0,24.5
5,14.1,15:17,Thursday,0,90.0
3,14.8,14:01,Thursday,1,74.5
3,10.5,17:17,Friday,0,35.6
6,10.9,12:48,Monday,0,77.0
6,7.8,17:07,Wednesday,0,37.6
3,6.6,09:50,Sunday,1,22.6
3,11.3,10:02,Sunday,1,50.2
4,14.4,17:29,Monday,0,65.4
7,10.3,08:59,Friday,0,76.1
5,16.3,10:21,Monday,0,97.7
10,11.4,09:24,Thursday,0,105.7
5,11.4,15:05,Monday,0,70.6
3,11.1,15:48,Saturday,0,34.4
4,14.9,17:00,Sunday,0,48.3
4,9.1,09:28,Monday,0,44.3
6,11.6,11:13,Wednesday,0,77.7
8,10.4,11:10,Tuesday,0,108.0
5,10.3,17:44,Tuesday,0,61.1
1,12.1,13:49,Saturday,0,7.2
3,11.7,11:22,Monday,1,59.9
3,15.2,10:59,Monday,0,62.1
3,12.0,11:11,Wednesday,0,45.7
11,13.7,15:07,Wednesday,0,182.5
4,12.5,13:29,Sunday,1,70.1
4,16.2,14:14,Wednesday,0,66.0
1,11.1,12:42,Thursday,1,29.1
5,11.1,08:15,Monday,0,85.5
3,14.2,14:52,Wednesday,0,51.8
4,11.1,15:14,Tuesday,0,55.8
4,13.5,09:48,Wednesday,0,65.8
7,19.0,14:29,Wednesday,0,151.6
3,9.1,16:46,Monday,0,30.9
4,16.6,14:01,Thursday,0,82.6
5,10.5,14:41,Thursday,1,61.0
3,16.0,15:00,Thursday,0,60.5
3,14.1,11:14,Wednesday,0,54.6
5,13.8,09:32,Thursday,0,61.3
3,11.5,12:43,Saturday,0,37.6
3,11.2,10:19,Tuesday,0,40.3
5,9.8,14:52,Tuesday,0,73.2
2,12.0,15:08,Friday,0,34.8
4,11.4,08:04,Monday,1,77.3
6,12.6,17:32,Wednesday,0,95.1
2,7.8,17:15,Friday,0,16.7
4,12.1,09:19,Friday,0,58.5
2,15.8,12:46,Saturday,0,32.3
5,14.8,10:05,Thursday,1,89.6
2,12.1,17:38,Thursday,0,26.3
7,19.7,13:39,Monday,0,195.4
2,10.3,15:00,Saturday,1,30.5
1,11.7,17:46,Tuesday,0,13.0
4,7.6,14:43,Saturday,1,39.7
2,10.8,16:42,Friday,0,28.2
3,17.4,10:24,Sunday,0,44.3
6,10.9,10:17,Sunday,0,48.5
5,7.4,12:24,Wednesday,1,59.9
2,14.6,16:48,Wednesday,0,36.2
5,13.2,08:23,Sunday,0,60.3
3,14.5,12:24,Sunday,0,35.9
5,11.1,16:14,Friday,0,65.3
7,9.0,09:46,Sunday,0,60.0
6,11.4,14:09,Friday,0,77.9
4,13.7,08:41,Monday,1,77.8
2,11.8,08:06,Thursday,0,24.6
2,13.2,11:11,Wednesday,0,36.5
4,10.4,16:03,Monday,0,56.3
2,13.3,08:24,Thursday,0,26.3
3,12.0,11:38,Thursday,0,43.0
8,9.9,15:17,Saturday,0,71.9
5,12.4,11:41,Saturday,0,60.9
4,10.8,12:47,Wednesday,1,73.6
3,13.9,13:00,Sunday,0,29.6
1,14.6,17:04,Thursday,0,20.0
4,13.5,16:45,Thursday,1,97.4
5,7.1,08:38,Tuesday,0,41.3
7,9.1,14:55,Sunday,0,53.4
4,10.1,13:25,Wednesday,1,71.7
3,9.6,11:32,Tuesday,0,38.2
2,10.4,12:55,Saturday,0,20.4
2,14.8,16:47,Sunday,1,33.0
2,14.1,15:43,Tuesday,0,32.8
4,10.7,13:40,Friday,0,57.3
6,13.8,09:45,Sunday,0,86.4
3,13.0,14:11,Friday,0,52.0
4,11.9,12:58,Thursday,0,62.7
5,15.4,12:28,Friday,0,97.2
8,10.0,17:26,Monday,0,110.1
5,12.2,17:55,Sunday,0,49.9
5,8.8,17:30,Thursday,0,60.0
2,9.0,15:23,Monday,2,45.4
2,7.9,13:59,Wednesday,0,20.8
4,9.0,11:11,Wednesday,1,69.5
5,12.2,17:28,Sunday,0,62.6
5,11.1,12:33,Sunday,0,61.5
2,11.2,10:00,Wednesday,0,26.8
5,11.1,09:06,Tuesday,0,65.0
3,17.3,16:21,Monday,0,66.4
3,8.6,11:16,Thursday,0,29.1
4,8.3,15:39,Thursday,0,31.0
7,9.5,14:16,Thursday,0,87.7
6,11.8,10:50,Tuesday,0,72.2
6,13.5,16:30,Saturday,0,85.7
3,13.9,16:26,Thursday,0,45.0
6,14.8,09:43,Sunday,0,68.2
3,11.7,09:13,Tuesday,0,48.3
2,10.8,14:00,Tuesday,1,35.1
2,16.9,10:20,Friday,0,38.1
6,5.0,11:19,Friday,0,35.7
2,12.2,17:22,Wednesday,0,27.0
2,13.3,09:45,Thursday,1,41.8
5,17.6,12:42,Thursday,0,129.3
3,7.0,10:56,Friday,0,22.2
4,10.7,11:28,Friday,0,81.3
8,7.9,11:42,Tuesday,0,71.7
2,6.6,10:35,Monday,0,26.8
3,11.4,15:38,Tuesday,1,63.4
4,14.5,16:07,Monday,0,75.5
4,15.6,13:23,Thursday,0,80.1
6,10.4,16:59,Thursday,0,65.3
4,14.0,09:21,Monday,0,75.0
5,11.4,13:03,Saturday,0,54.3
5,13.7,16:17,Saturday,1,88.0
7,15.5,14:12,Thursday,0,136.1
2,11.4,17:51,Tuesday,0,22.2
8,15.2,13:57,Tuesday,0,166.1
5,8.4,17:36,Sunday,0,38.3
3,14.0,08:59,Tuesday,1,58.7
1,15.1,08:25,Sunday,0,11.7
4,14.8,11:33,Friday,0,80.5
3,8.4,16:24,Friday,0,34.2
0,11.4,08:30,Saturday,0,0.0
3,12.9,10:31,Sunday,0,41.9
1,13.3,17:51,Tuesday,0,18.4
5,12.3,14:24,Sunday,0,72.5
4,16.3,11:55,Monday,1,120.7
3,8.1,08:46,Saturday,0,19.3
2,11.3,15:33,Wednesday,1,44.3
3,6.9,17:15,Friday,1,31.0
4,13.9,15:24,Saturday,0,59.9
6,13.7,09:09,Thursday,0,83.3
5,22.0,13:19,Monday,0,148.4
2,15.1,12:01,Saturday,1,42.8
2,13.0,17:02,Monday,1,41.6
5,12.8,15:37,Friday,0,72.8
4,11.1,16:01,Thursday,0,44.0
9,12.4,12:08,Thursday,0,147.7
6,12.8,08:14,Tuesday,0,74.3
3,6.1,15:35,Thursday,0,19.5
1,12.6,14:19,Tuesday,1,32.4
4,12.3,09:24,Tuesday,0,71.4
4,17.3,15:34,Thursday,0,73.8
3,11.6,09:29,Saturday,0,26.1
5,9.7,15:23,Thursday,1,57.3
5,12.8,15:08,Sunday,0,52.9
4,12.2,08:04,Tuesday,0,49.9
0,11.6,15:44,Monday,0,6.9
6,8.2,12:04,Wednesday,0,67.8
4,11.5,13:03,Monday,0,64.1
8,10.3,17:38,Thursday,1,125.0
5,11.4,17:11,Sunday,0,44.5
4,14.2,11:49,Thursday,0,66.4
3,10.0,15:05,Tuesday,0,35.5
4,11.3,13:07,Friday,1,83.1
5,13.6,16:13,Saturday,0,65.3
2,11.2,11:11,Sunday,0,26.7
5,19.8,12:42,Thursday,0,130.3
0,12.7,09:07,Wednesday,0,2.7
4,8.3,17:16,Thursday,0,27.1
4,9.5,17:00,Tuesday,0,34.2
3,9.2,10:45,Monday,0,30.8
4,9.5,13:49,Saturday,0,37.7
7,13.6,11:47,Monday,0,112.8
2,8.7,09:33,Friday,1,35.7
1,11.0,08:27,Friday,0,11.9
8,15.4,16:13,Thursday,0,152.1
1,10.4,10:53,Wednesday,0,11.0
4,14.0,13:09,Sunday,1,78.7
3,7.0,17:01,Saturday,0,13.4
6,10.9,08:11,Tuesday,1,85.0
5,9.3,13:28,Sunday,0,50.1
2,12.9,17:33,Monday,0,34.3
6,8.9,16:05,Saturday,0,49.5
3,18.2,10:11,Wednesday,0,49.4
5,7.1,10:00,Wednesday,0,46.2
6,15.4,15:37,Thursday,0,102.8
6,14.6,08:47,Thursday,0,92.0
2,12.9,13:59,Monday,1,68.1
4,12.2,10:20,Tuesday,0,60.4
6,17.6,16:23,Saturday,0,93.2
6,19.4,11:47,Friday,0,140.4
4,11.4,12:08,Wednesday,0,60.8
4,12.5,15:56,Thursday,0,51.5
2,10.3,08:52,Wednesday,0,24.3
4,8.5,14:00,Sunday,0,39.2
3,13.4,17:37,Monday,0,49.2
5,12.7,14:30,Friday,0,91.1
4,7.2,08:49,Wednesday,0,31.1
5,13.4,17:05,Tuesday,0,70.2
4,12.8,09:17,Tuesday,0,47.4
3,10.2,11:41,Wednesday,0,38.8
5,10.0,09:49,Tuesday,0,62.2
3,13.3,15:13,Friday,0,55.6
0,16.8,10:38,Wednesday,0,2.7
4,13.2,10:36,Sunday,0,66.3
6,14.3,12:08,Tuesday,0,104.5
5,9.5,10:51,Wednesday,0,59.3
3,10.8,15:50,Wednesday,0,34.1
6,13.8,13:16,Friday,0,120.3
4,7.9,13:33,Wednesday,0,35.1
2,12.6,09:36,Tuesday,0,33.5
3,13.5,17:08,Wednesday,0,39.9
2,11.9,11:29,Sunday,0,25.9
4,13.0,11:46,Saturday,0,63.6
6,12.2,10:25,Friday,0,72.9
1,10.1,17:36,Sunday,0,4.7
6,8.5,14:04,Saturday,1,64.3
3,11.7,08:36,Saturday,1,44.2
0,15.9,09:55,Wednesday,0,0.0
12,15.1,12:48,Thursday,0,213.1
4,11.0,09:52,Sunday,0,34.6
4,10.9,14:03,Sunday,0,45.3
5,10.7,11:04,Saturday,1,56.3
8,10.7,11:29,Monday,2,155.8
7,12.9,15:51,Tuesday,0,101.8
4,15.2,13:14,Thursday,0,72.0
1,18.8,09:07,Thursday,0,24.5
1,9.5,11:43,Friday,0,15.1
4,14.0,16:57,Tuesday,1,70.5
2,13.6,16:27,Saturday,0,22.6
6,11.0,15:35,Saturday,1,85.8
0,8.9,16:26,Tuesday,1,6.3
4,12.8,08:54,Saturday,0,59.1
2,18.4,09:13,Tuesday,0,43.7
2,12.8,08:11,Thursday,0,25.2
6,9.6,09:15,Sunday,1,60.3
8,11.5,16:14,Wednesday,0,123.9
6,8.6,08:22,Friday,1,48.7
1,12.1,12:39,Saturday,0,15.9
6,14.1,10:28,Thursday,0,114.2
4,9.9,16:19,Saturday,2,54.6
4,5.0,16:01,Friday,0,23.9
4,12.8,15:39,Thursday,2,91.6
1,10.5,11:46,Monday,0,17.0
2,9.7,17:15,Saturday,0,15.9
3,9.7,16:57,Wednesday,0,32.2
6,13.2,14:30,Tuesday,0,100.3
2,10.8,14:07,Sunday,0,23.5
3,14.8,11:22,Wednesday,0,71.8
4,14.9,15:21,Wednesday,1,79.7
9,11.2,17:23,Sunday,1,98.5
1,10.4,11:09,Wednesday,1,22.8
5,12.4,10:51,Saturday,0,58.3
6,11.6,10:38,Thursday,0,70.9
3,6.7,17:49,Monday,0,20.2
6,17.7,13:24,Friday,0,158.4
3,14.1,17:40,Thursday,0,47.8
6,10.6,14:10,Saturday,0,67.5
7,6.3,10:56,Wednesday,1,53.3
4,11.5,13:51,Tuesday,0,59.2
4,10.2,09:33,Tuesday,0,41.4
4,11.8,12:28,Thursday,0,58.7
3,5.5,12:25,Sunday,0,17.5
4,10.6,13:45,Thursday,0,49.1
1,10.8,11:52,Monday,0,13.0
2,11.4,12:33,Saturday,0,22.5
5,11.3,16:45,Wednesday,0,69.8
8,12.2,09:48,Wednesday,0,114.0
3,16.6,17:13,Saturday,0,34.2
5,10.5,13:23,Monday,0,80.7
5,9.3,14:17,Monday,1,83.0
3,6.8,09:02,Tuesday,1,32.4
4,10.5,09:27,Wednesday,1,71.8
2,7.8,15:19,Sunday,0,14.9
9,14.9,17:00,Friday,0,163.7
7,11.7,13:11,Saturday,1,106.1
5,14.8,09:40,Wednesday,0,93.9
4,16.4,15:58,Wednesday,0,73.4
6,9.4,17:10,Wednesday,0,56.3
4,11.0,14:42,Monday,1,84.4
1,16.0,09:49,Thursday,0,21.0
2,12.6,12:07,Wednesday,1,53.9
3,13.6,17:23,Sunday,0,37.9
6,15.1,09:54,Friday,0,86.7
5,14.7,09:42,Sunday,0,68.6
1,13.2,15:01,Tuesday,0,16.8
4,16.2,13:25,Monday,0,104.8
6,11.8,10:02,Thursday,0,92.9
1,13.6,14:09,Thursday,1,35.9
4,11.5,17:22,Thursday,0,35.6
3,15.1,16:33,Friday,1,63.7
5,9.9,08:03,Saturday,0,42.1
6,7.0,16:46,Wednesday,0,44.3
5,14.0,14:16,Wednesday,0,87.5
6,8.9,10:40,Tuesday,0,78.6
4,8.6,08:56,Wednesday,0,42.1
6,15.8,17:42,Friday,0,93.7
1,14.9,08:17,Saturday,0,11.1
1,11.0,09:50,Wednesday,0,9.8
5,5.0,14:42,Wednesday,0,29.9
5,13.6,15:34,Sunday,0,72.0
4,14.0,10:39,Wednesday,0,74.4
4,13.6,15:22,Tuesday,0,64.3
6,13.4,15:39,Wednesday,0,93.7
3,11.5,16:01,Monday,1,72.1
5,10.8,15:32,Wednesday,2,71.8
7,8.7,08:19,Sunday,1,66.3
8,9.9,16:55,Saturday,0,80.8
4,13.0,13:37,Sunday,0,49.3
3,13.0,12:18,Wednesday,0,48.4
6,14.4,08:14,Wednesday,0,97.8
4,7.8,13:54,Saturday,1,39.2
2,7.0,09:37,Saturday,2,24.4
3,10.9,13:28,Tuesday,0,39.2
6,8.9,09:53,Saturday,0,67.2
3,12.6,14:52,Monday,0,49.7
1,8.1,08:53,Tuesday,0,9.9
1,15.5,14:00,Thursday,0,21.6
5,9.5,14:26,Friday,0,59.7
3,16.8,11:57,Saturday,1,70.8
7,13.6,17:10,Saturday,0,95.6
3,8.8,13:15,Tuesday,0,31.4
